Age,WorkClass,FinalWeight,Education,EducationLvl,MaritalStatus,Occupation,Relationship,Race,Sex,CapitalGain,CapitalLoss,HoursPerWeek,NativeCountry,IncomeBracket
23,Private,133582,1st-4th,2,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,36,Mexico,<50K
22,Private,256504,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<50K
41,Private,175883,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<50K
30,Private,295010,Some-college,10,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,50-100K
42,Private,204817,Bachelors,13,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,35,United-States,<50K
46,Private,219967,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,15024,0,45,United-States,50-100K
38,Private,247111,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,50-100K
27,Private,188941,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,3908,0,40,United-States,<50K
47,Private,148724,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States,<50K
28,Private,181466,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<50K
20,Private,213719,HS-grad,9,Never-married,Sales,Own-child,Black,Female,0,0,20,United-States,<50K
38,Private,229700,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,>100K
25,State-gov,149248,Some-college,10,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<50K
21,Private,37783,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,38,United-States,<50K
48,Private,153254,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,48,United-States,<50K
25,Private,52921,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<50K
19,State-gov,194260,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<50K
55,Self-emp-not-inc,105239,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2057,60,United-States,<50K
18,Private,165754,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<50K
51,Private,159755,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<50K
50,Self-emp-not-inc,61735,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,United-States,50-100K
32,Self-emp-not-inc,182926,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<50K
39,Private,100032,HS-grad,9,Married-civ-spouse,Protective-serv,Wife,White,Female,0,0,15,United-States,50-100K
24,Private,454941,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<50K
44,Private,112507,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<50K
54,Private,139127,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<50K
52,Local-gov,136175,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,35,United-States,<50K
25,Private,28520,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<50K
53,Local-gov,260106,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<50K
28,Private,132750,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,0,0,20,United-States,<50K
68,,188102,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,8,United-States,50-100K
44,Private,192014,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Male,0,0,38,United-States,<50K
42,Private,165309,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,<50K
20,,206671,Some-college,10,Never-married,,Own-child,White,Male,1055,0,50,United-States,<50K
61,Private,160037,7th-8th,4,Divorced,Other-service,Not-in-family,White,Male,0,0,35,United-States,<50K
48,Private,70668,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,50,United-States,<50K
39,Private,65624,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,48,United-States,<50K
63,Self-emp-not-inc,298249,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,10605,0,40,United-States,50-100K
24,Private,215712,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,<50K
34,Private,117963,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,50-100K
39,Private,118429,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<50K
18,Private,192485,12th,8,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,20,United-States,<50K
41,Private,95168,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<50K
47,Federal-gov,55377,Bachelors,13,Never-married,Adm-clerical,Unmarried,Black,Male,0,0,40,United-States,50-100K
47,Private,194698,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<50K
18,,139003,HS-grad,9,Never-married,,Other-relative,Other,Female,0,0,12,United-States,<50K
46,Private,279196,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<50K
24,Private,162593,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<50K
39,Private,505119,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Cuba,50-100K
32,Private,102858,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2002,42,United-States,<50K
41,Federal-gov,207685,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,50-100K
27,Local-gov,199172,HS-grad,9,Married-civ-spouse,Protective-serv,Wife,White,Female,0,0,40,United-States,<50K
45,Private,112305,Some-college,10,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,<50K
38,Private,299810,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<50K
30,Private,415922,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,32,United-States,<50K
51,Private,290856,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,50-100K
20,State-gov,39478,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,54,United-States,<50K
21,Private,197918,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<50K
43,Private,186144,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,50-100K
42,Private,143342,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<50K
33,,274800,HS-grad,9,Separated,,Own-child,Black,Female,0,0,40,United-States,<50K
52,Private,207025,HS-grad,9,Divorced,Priv-house-serv,Unmarried,Black,Female,0,0,24,United-States,<50K
31,Private,168782,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<50K
44,Private,755858,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States,>100K
40,Self-emp-inc,29520,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,65,United-States,<50K
57,Local-gov,213975,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,30,United-States,<50K
33,Private,256362,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,<50K
39,Private,160728,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,2977,0,40,United-States,<50K
33,Private,204780,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,15024,0,40,United-States,50-100K
20,Private,233198,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<50K
53,Private,394474,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<50K
19,,183408,HS-grad,9,Never-married,,Own-child,White,Male,0,0,40,United-States,<50K
67,Self-emp-inc,116986,12th,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States,<50K
26,Private,137678,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<50K
41,Private,180181,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<50K
21,Private,204596,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<50K
47,Private,209460,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,47,United-States,<50K
88,Self-emp-not-inc,206291,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<50K
29,Local-gov,187649,HS-grad,9,Separated,Protective-serv,Other-relative,White,Female,0,0,40,United-States,<50K
19,Private,42069,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<50K
34,Private,196164,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,<50K
18,Private,186909,HS-grad,9,Never-married,Sales,Other-relative,White,Female,1055,0,30,United-States,<50K
57,Local-gov,47392,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,50-100K
38,Private,212245,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<50K
63,Private,113756,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<50K
30,Private,162370,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,<50K
40,Federal-gov,171231,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,Puerto-Rico,<50K
30,Private,169152,HS-grad,9,Never-married,Tech-support,Unmarried,White,Female,0,0,40,United-States,<50K
42,Private,367533,10th,6,Married-civ-spouse,Craft-repair,Own-child,Other,Male,0,0,43,United-States,>100K
36,Federal-gov,203836,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<50K
47,Private,146497,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,16,Germany,<50K
19,,356717,Some-college,10,Never-married,,Own-child,White,Female,0,0,25,United-States,<50K
26,Private,236242,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,<50K
23,Private,126613,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<50K
56,Private,124137,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,41,United-States,<50K
27,,157624,HS-grad,9,Separated,,Other-relative,White,Female,0,0,40,United-States,<50K
45,Private,377622,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<50K
50,Self-emp-not-inc,343748,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<50K
25,Private,199545,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,<50K
38,Self-emp-not-inc,177907,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<50K
45,Private,175925,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>100K
52,Private,206359,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<50K
34,Private,111567,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,50-100K
29,Private,130438,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<50K
45,Private,160703,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,55,United-States,<50K
18,Private,477083,11th,7,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,<50K
27,Private,193898,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,52,United-States,<50K
25,Private,157028,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,60,United-States,<50K
21,Private,148211,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,3674,0,50,United-States,<50K
62,Private,205643,Prof-school,15,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>100K
28,Private,213152,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,,>100K
22,Private,112164,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,,<50K
75,Self-emp-inc,164570,11th,7,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<50K
29,Private,367706,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40,United-States,<50K
18,Private,252993,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,Columbia,<50K
46,Federal-gov,20956,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,50-100K
62,Private,104849,Masters,14,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,China,50-100K
55,Self-emp-not-inc,111625,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<50K
18,,80564,HS-grad,9,Never-married,,Own-child,White,Male,0,0,60,United-States,<50K
36,Private,143486,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>100K
34,Private,34862,Bachelors,13,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Male,0,1564,60,United-States,50-100K
32,Private,309513,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<50K
26,Private,192506,Bachelors,13,Never-married,Other-service,Not-in-family,Black,Female,0,0,35,United-States,<50K
28,Private,363257,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,50,United-States,<50K
31,Private,121321,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<50K
44,Self-emp-inc,71556,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,,>100K
37,Private,409189,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<50K
35,Private,266645,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<50K
49,Private,328776,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<50K
46,Private,292504,Some-college,10,Married-spouse-absent,Sales,Unmarried,White,Female,0,0,40,United-States,<50K
21,Private,308237,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<50K
27,Private,35032,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,50-100K
33,Private,179747,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<50K
49,,57665,Bachelors,13,Divorced,,Own-child,White,Female,0,0,40,United-States,<50K
71,Self-emp-not-inc,130731,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<50K
27,Private,232782,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<50K
37,Private,94331,12th,8,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<50K
18,,175648,11th,7,Never-married,,Own-child,White,Male,0,0,40,United-States,<50K
41,Private,112763,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<50K
57,Self-emp-inc,282913,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Cuba,<50K
69,Private,124930,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,2267,40,United-States,<50K
37,Private,80638,Bachelors,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,30,China,<50K
57,Private,191318,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,50-100K
40,Private,572751,Prof-school,15,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,Mexico,50-100K
24,Private,176486,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<50K
46,Self-emp-not-inc,199596,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,<50K
42,Private,385591,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,50-100K
37,State-gov,482927,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,65,United-States,<50K
38,Private,218015,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,50-100K
41,Private,144752,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,50-100K
23,Private,215443,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,70,United-States,<50K
43,Self-emp-inc,253811,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,55,United-States,50-100K
39,Private,156261,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<50K
38,Private,32916,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<50K
67,Private,64148,Some-college,10,Divorced,Other-service,Unmarried,Black,Female,0,0,41,United-States,<50K
68,Self-emp-not-inc,365020,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<50K
17,,213055,11th,7,Never-married,,Not-in-family,Other,Female,0,0,20,United-States,<50K
21,Local-gov,402230,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Male,0,0,36,United-States,<50K
34,Private,242984,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,45,United-States,>100K
33,Private,154227,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<50K
55,Self-emp-inc,392325,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,99999,0,60,United-States,50-100K
51,Private,113045,Masters,14,Widowed,Exec-managerial,Unmarried,White,Male,15020,0,40,United-States,50-100K
36,Private,220696,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<50K
38,Private,168496,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,50-100K
49,Private,262116,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,<50K
24,Private,200819,12th,8,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<50K
22,Private,240817,HS-grad,9,Never-married,Sales,Own-child,White,Female,2597,0,40,United-States,<50K
49,Private,143482,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<50K
26,Private,164938,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<50K
54,Self-emp-not-inc,82551,Assoc-voc,11,Married-civ-spouse,Tech-support,Other-relative,White,Female,0,0,10,United-States,<50K
25,Private,177499,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,0,1590,35,United-States,<50K
36,Private,188850,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,50-100K
66,Private,98837,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<50K
23,Self-emp-not-inc,149704,10th,6,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<50K
23,Private,93977,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<50K
23,Private,214542,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<50K
24,Private,278130,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<50K
69,Self-emp-not-inc,89477,Some-college,10,Widowed,Farming-fishing,Not-in-family,White,Female,0,0,14,United-States,<50K
21,,380219,Some-college,10,Never-married,,Own-child,Black,Female,0,0,40,United-States,<50K
34,Private,150154,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<50K
48,Private,47343,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,70,United-States,50-100K
17,Private,99462,11th,7,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,0,0,20,United-States,<50K
21,,177144,Some-college,10,Never-married,,Own-child,Asian-Pac-Islander,Male,0,0,22,India,<50K
23,Private,197666,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,24,Greece,<50K
37,Self-emp-not-inc,338320,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,<50K
28,Private,197484,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<50K
61,Self-emp-inc,253101,Some-college,10,Widowed,Sales,Not-in-family,White,Female,0,0,20,United-States,<50K
53,Self-emp-not-inc,385183,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,<50K
39,Self-emp-inc,88973,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,84,United-States,50-100K
62,Private,252134,7th-8th,4,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,40,Cuba,<50K
44,Private,99212,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,35,United-States,<50K
37,State-gov,111275,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<50K
18,Private,65098,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,<50K
49,,178341,HS-grad,9,Married-civ-spouse,,Husband,White,Male,7688,0,50,United-States,50-100K
32,Private,339482,5th-6th,3,Separated,Farming-fishing,Other-relative,White,Male,0,0,60,Mexico,<50K
31,Private,128591,9th,5,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<50K
31,Private,181091,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,50-100K
45,Private,205424,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>100K
33,Private,342730,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,<50K
54,Self-emp-inc,172175,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,50-100K
46,Private,116338,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<50K
60,State-gov,27037,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,>100K
33,Private,133503,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,7688,0,48,United-States,50-100K
55,Private,141727,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,3464,0,40,United-States,<50K
47,Self-emp-not-inc,88500,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States,<50K
21,Self-emp-not-inc,57298,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<50K
38,Private,436361,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,20,United-States,>100K
46,Private,127089,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178,0,38,United-States,50-100K
45,Private,238567,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,United-States,50-100K
52,Private,183611,1st-4th,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<50K
21,Private,250051,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,10,United-States,<50K
35,Private,105138,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>100K
18,,90230,HS-grad,9,Never-married,,Own-child,White,Male,0,0,20,United-States,<50K
35,Local-gov,211073,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,61,United-States,>100K
36,Private,187847,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,>100K
52,Private,180195,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,50-100K
20,,347292,HS-grad,9,Never-married,,Own-child,White,Male,0,0,32,United-States,<50K
44,Federal-gov,281739,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,13550,0,50,United-States,50-100K
78,,33186,7th-8th,4,Married-civ-spouse,,Husband,White,Male,0,0,60,United-States,<50K
67,Private,100718,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,30,United-States,<50K
60,,199947,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,32,United-States,<50K
36,Private,74791,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Male,0,0,60,,<50K
46,Private,24728,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,48,United-States,<50K
34,Private,124827,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,80,United-States,<50K
23,Private,363219,Some-college,10,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,6,United-States,<50K
34,Private,256362,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Italy,50-100K
33,Private,91964,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<50K
56,Private,53366,7th-8th,4,Divorced,Transport-moving,Unmarried,White,Male,0,0,40,United-States,<50K
30,Private,270889,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,50-100K
45,Private,101977,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<50K
30,Private,110622,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,China,<50K
37,Private,269722,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,38,United-States,<50K
32,Private,24529,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,5178,0,60,United-States,50-100K
60,State-gov,198815,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,Mexico,<50K
41,Private,648223,1st-4th,2,Married-spouse-absent,Farming-fishing,Unmarried,White,Male,0,0,40,Mexico,<50K
42,Self-emp-not-inc,39539,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,99,United-States,>100K
61,Private,86067,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,United-States,50-100K
24,Private,254767,11th,7,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<50K
58,Private,299991,11th,7,Divorced,Adm-clerical,Not-in-family,White,Female,3674,0,40,United-States,<50K
35,Local-gov,302149,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,7298,0,40,Philippines,50-100K
23,Private,39615,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,10,United-States,<50K
36,Private,128516,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,20,United-States,<50K
22,Private,238917,11th,7,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,El-Salvador,<50K
23,Private,142566,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<50K
45,Private,289230,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,48,United-States,50-100K
29,Self-emp-not-inc,178551,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<50K
32,Private,158438,HS-grad,9,Divorced,Transport-moving,Own-child,White,Male,0,0,40,United-States,<50K
57,Private,201159,Assoc-acdm,12,Widowed,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<50K
36,Private,163278,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<50K
42,Private,203393,Bachelors,13,Married-civ-spouse,Craft-repair,Wife,Black,Female,0,0,35,United-States,50-100K
